tokenized_quote,tags
"['so', 'we', 'shall', 'let', 'the', 'reader', 'answer', 'this', 'question', 'for', 'himself', 'who', 'is', 'the', 'happier', 'man', 'he', 'who', 'has', 'braved', 'the', 'storm', 'of', 'life', 'and', 'lived', 'or', 'he', 'who', 'has', 'stayed', 'securely', 'on', 'shore', 'and', 'merely', 'existed']","['gonzo', 'happiness', 'risk']"
"['there', 'is', 'nothing', 'more', 'deceptive', 'than', 'an', 'obvious', 'fact']","['deception', 'detection', 'evidence', 'facts', 'obviousness', 'sherlock-holmes']"
"['the', 'easy', 'confidence', 'with', 'which', 'i', 'know', 'another', 'mans', 'religion', 'is', 'folly', 'teaches', 'me', 'to', 'suspect', 'that', 'my', 'own', 'is', 'also']","['humor', 'philosophy', 'religion']"
"['your', 'assumptions', 'are', 'your', 'windows', 'on', 'the', 'world', 'scrub', 'them', 'off', 'every', 'once', 'in', 'a', 'while', 'or', 'the', 'light', 'will', 'not', 'come', 'in']","['assumptions', 'close-mindedness', 'intelligence', 'isaac-asimov', 'knowledge', 'open-mind', 'open-mindedness', 'open-minds', 'opinions', 'receptivity', 'science', 'science-of-mind']"
"['can', 'you', 'be', 'a', 'girl', 'for', 'a', 'few', 'secondsim', 'always', 'a', 'girl', 'i', 'frownyou', 'know', 'what', 'i', 'mean', 'like', 'a', 'silly', 'annoying', 'girli', 'twirl', 'my', 'hair', 'around', 'my', 'finger', 'kay']","['christina', 'divergent', 'funny', 'humor', 'tris', 'veronica-roth']"
"['sometimes', 'even', 'to', 'live', 'is', 'an', 'act', 'of', 'courage']","['perseverance', 'suicide', 'survival']"
"['a', 'concept', 'is', 'a', 'brick', 'it', 'can', 'be', 'used', 'to', 'build', 'a', 'courthouse', 'of', 'reason', 'or', 'it', 'can', 'be', 'thrown', 'through', 'the', 'window']","['anarchy', 'freedom', 'inspirational', 'lateral-thinking', 'philosophy', 'rationalism']"
"['i', 'do', 'not', 'suffer', 'from', 'my', 'insanity', 'i', 'enjoy', 'every', 'minute', 'of', 'it']",['zarek']
"['it', 'was', 'a', 'bright', 'cold', 'day', 'in', 'april', 'and', 'the', 'clocks', 'were', 'striking', 'thirteen']","['april', 'dystopia', 'first-sentence', 'opening-lines']"
"['help', 'others', 'without', 'any', 'reason', 'and', 'give', 'without', 'the', 'expectation', 'of', 'receiving', 'anything', 'in', 'return']","['give', 'giving', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'kindness', 'life', 'life-quotes', 'living']"
"['fairy', 'tales', 'do', 'not', 'tell', 'children', 'the', 'dragons', 'exist', 'children', 'already', 'know', 'that', 'dragons', 'exist', 'fairy', 'tales', 'tell', 'children', 'the', 'dragons', 'can', 'be', 'killed']","['fairy-tales', 'hope', 'paraphrased', 'possiblity']"
"['one', 'should', 'always', 'be', 'drunk', 'that', 'is', 'all', 'that', 'mattersbut', 'with', 'what', 'with', 'wine', 'with', 'poetry', 'or', 'with', 'virtue', 'as', 'you', 'chose', 'but', 'get', 'drunk']","['drunk', 'poetry', 'virtue', 'wine']"
"['it', 'is', 'better', 'to', 'offer', 'no', 'excuse', 'than', 'a', 'bad', 'one']","['confession', 'excuses', 'honesty', 'lies', 'lying', 'truth']"
"['throw', 'your', 'dreams', 'into', 'space', 'like', 'a', 'kite', 'and', 'you', 'do', 'not', 'know', 'what', 'it', 'will', 'bring', 'back', 'a', 'new', 'life', 'a', 'new', 'friend', 'a', 'new', 'love', 'a', 'new', 'country']","['dreams', 'life', 'love']"
"['life', 'does', 'not', 'imitate', 'art', 'it', 'imitates', 'bad', 'television']","['art', 'humor', 'life']"
"['real', 'generosity', 'towards', 'the', 'future', 'lies', 'in', 'giving', 'all', 'to', 'the', 'present']","['carpe-diem', 'future', 'present']"
"['man', 'when', 'you', 'lose', 'your', 'laugh', 'you', 'lose', 'your', 'footing']",['relationships']
"['the', 'most', 'authentic', 'thing', 'about', 'us', 'is', 'our', 'capacity', 'to', 'create', 'to', 'overcome', 'to', 'endure', 'to', 'transform', 'to', 'love', 'and', 'to', 'be', 'greater', 'than', 'our', 'suffering']","['human', 'life']"
"['we', 'rip', 'out', 'so', 'much', 'of', 'ourselves', 'to', 'be', 'cured', 'of', 'things', 'faster', 'than', 'we', 'should', 'that', 'we', 'go', 'bankrupt', 'by', 'the', 'age', 'of', 'thirty', 'and', 'have', 'less', 'to', 'offer', 'each', 'time', 'we', 'start', 'with', 'someone', 'new', 'but', 'to', 'feel', 'nothing', 'so', 'as', 'not', 'to', 'feel', 'anything', 'what', 'a', 'waste']","['aciman', 'call-me-by-your-name', 'italy', 'love']"
"['i', 'just', 'want', 'to', 'be', 'wonderful']",['marilyn-monroe']
"['an', 'intellectual', 'yes', 'and', 'never', 'deny', 'it', 'an', 'intellectual', 'is', 'someone', 'whose', 'mind', 'watches', 'itself', 'i', 'like', 'this', 'because', 'i', 'am', 'happy', 'to', 'be', 'both', 'halves', 'the', 'watcher', 'and', 'the', 'watched', 'can', 'they', 'be', 'brought', 'together', 'this', 'is', 'a', 'practical', 'question', 'we', 'must', 'get', 'down', 'to', 'it', 'i', 'despise', 'intelligence', 'really', 'means', 'i', 'can', 'not', 'bear', 'my', 'doubts']","['intellectuals', 'intelligence', 'philosophy', 'scholars']"
"['i', 'have', 'accepted', 'fear', 'as', 'part', 'of', 'life', 'â', 'specifically', 'the', 'fear', 'of', 'change', 'i', 'have', 'gone', 'ahead', 'despite', 'the', 'pounding', 'in', 'the', 'heart', 'that', 'says', 'turn', 'back']","['change', 'courage', 'fear', 'life']"
"['ideally', 'what', 'should', 'be', 'said', 'to', 'every', 'child', 'repeatedly', 'throughout', 'his', 'or', 'her', 'school', 'life', 'is', 'something', 'like', 'this', 'you', 'are', 'in', 'the', 'process', 'of', 'being', 'indoctrinated', 'we', 'have', 'not', 'yet', 'evolved', 'a', 'system', 'of', 'education', 'that', 'is', 'not', 'a', 'system', 'of', 'indoctrination', 'we', 'are', 'sorry', 'but', 'it', 'is', 'the', 'best', 'we', 'can', 'do', 'what', 'you', 'are', 'being', 'taught', 'here', 'is', 'an', 'amalgam', 'of', 'current', 'prejudice', 'and', 'the', 'choices', 'of', 'this', 'particular', 'culture', 'the', 'slightest', 'look', 'at', 'history', 'will', 'show', 'how', 'impermanent', 'these', 'must', 'be', 'you', 'are', 'being', 'taught', 'by', 'people', 'who', 'have', 'been', 'able', 'to', 'accommodate', 'themselves', 'to', 'a', 'regime', 'of', 'thought', 'laid', 'down', 'by', 'their', 'predecessors', 'it', 'is', 'a', 'selfperpetuating', 'system', 'those', 'of', 'you', 'who', 'are', 'more', 'robust', 'and', 'individual', 'than', 'others', 'will', 'be', 'encouraged', 'to', 'leave', 'and', 'find', 'ways', 'of', 'educating', 'yourself', 'â', 'educating', 'your', 'own', 'judgements', 'those', 'that', 'stay', 'must', 'remember', 'always', 'and', 'all', 'the', 'time', 'that', 'they', 'are', 'being', 'moulded', 'and', 'patterned', 'to', 'fit', 'into', 'the', 'narrow', 'and', 'particular', 'needs', 'of', 'this', 'particular', 'society']","['conformity', 'education', 'feminism', 'knowledge-power', 'quip', 'school']"
"['if', 'i', 'should', 'have', 'a', 'daughterââœinstead', 'of', 'âœmomâ', 'sheâs', 'going', 'to', 'call', 'me', 'âœpoint', 'bâ', 'because', 'that', 'way', 'she', 'knows', 'that', 'no', 'matter', 'what', 'happens', 'at', 'least', 'she', 'can', 'always', 'find', 'her', 'way', 'to', 'me', 'and', 'iâm', 'going', 'to', 'paint', 'the', 'solar', 'system', 'on', 'the', 'back', 'of', 'her', 'hands', 'so', 'that', 'she', 'has', 'to', 'learn', 'the', 'entire', 'universe', 'before', 'she', 'can', 'say', 'âœoh', 'i', 'know', 'that', 'like', 'the', 'back', 'of', 'my', 'handâsheâs', 'going', 'to', 'learn', 'that', 'this', 'life', 'will', 'hit', 'you', 'hard', 'in', 'the', 'face', 'wait', 'for', 'you', 'to', 'get', 'back', 'up', 'so', 'it', 'can', 'kick', 'you', 'in', 'the', 'stomach', 'but', 'getting', 'the', 'wind', 'knocked', 'out', 'of', 'you', 'is', 'the', 'only', 'way', 'to', 'remind', 'your', 'lungs', 'how', 'much', 'they', 'like', 'the', 'taste', 'of', 'air', 'there', 'is', 'hurt', 'here', 'that', 'can', 'not', 'be', 'fixed', 'by', 'bandaids', 'or', 'poetry', 'so', 'the', 'first', 'time', 'she', 'realizes', 'that', 'wonderwoman', 'isnât', 'coming', 'iâll', 'make', 'sure', 'she', 'knows', 'she', 'doesnât', 'have', 'to', 'wear', 'the', 'cape', 'all', 'by', 'herself', 'because', 'no', 'matter', 'how', 'wide', 'you', 'stretch', 'your', 'fingers', 'your', 'hands', 'will', 'always', 'be', 'too', 'small', 'to', 'catch', 'all', 'the', 'pain', 'you', 'want', 'to', 'heal', 'believe', 'me', 'iâve', 'triedand', 'âœbabyâ', 'iâll', 'tell', 'her', 'âœdonât', 'keep', 'your', 'nose', 'up', 'in', 'the', 'air', 'like', 'that', 'i', 'know', 'that', 'trick', 'youâre', 'just', 'smelling', 'for', 'smoke', 'so', 'you', 'can', 'follow', 'the', 'trail', 'back', 'to', 'a', 'burning', 'house', 'so', 'you', 'can', 'find', 'the', 'boy', 'who', 'lost', 'everything', 'in', 'the', 'fire', 'to', 'see', 'if', 'you', 'can', 'save', 'him', 'or', 'else', 'find', 'the', 'boy', 'who', 'lit', 'the', 'fire', 'in', 'the', 'first', 'place', 'to', 'see', 'if', 'you', 'can', 'change', 'himâbut', 'i', 'know', 'that', 'she', 'will', 'anyway', 'so', 'instead', 'iâll', 'always', 'keep', 'an', 'extra', 'supply', 'of', 'chocolate', 'and', 'rain', 'boats', 'nearby', 'âbecause', 'there', 'is', 'no', 'heartbreak', 'that', 'chocolate', 'canât', 'fix', 'okay', 'thereâs', 'a', 'few', 'heartbreaks', 'chocolate', 'canât', 'fix', 'but', 'thatâs', 'what', 'the', 'rain', 'boots', 'are', 'for', 'because', 'rain', 'will', 'wash', 'away', 'everything', 'if', 'you', 'let', 'iti', 'want', 'her', 'to', 'see', 'the', 'world', 'through', 'the', 'underside', 'of', 'a', 'glass', 'bottom', 'boat', 'to', 'look', 'through', 'a', 'magnifying', 'glass', 'at', 'the', 'galaxies', 'that', 'exist', 'on', 'the', 'pin', 'point', 'of', 'a', 'human', 'mind', 'because', 'thatâs', 'how', 'my', 'mom', 'taught', 'me', 'that', 'thereâll', 'be', 'days', 'like', 'this', 'âœthereâll', 'be', 'days', 'like', 'this', 'my', 'momma', 'saidâ', 'when', 'you', 'open', 'your', 'hands', 'to', 'catch', 'and', 'wind', 'up', 'with', 'only', 'blisters', 'and', 'bruises', 'when', 'you', 'step', 'out', 'of', 'the', 'phone', 'booth', 'and', 'try', 'to', 'fly', 'and', 'the', 'very', 'people', 'you', 'want', 'to', 'save', 'are', 'the', 'ones', 'standing', 'on', 'your', 'cape', 'when', 'your', 'boots', 'will', 'fill', 'with', 'rain', 'and', 'youâll', 'be', 'up', 'to', 'your', 'knees', 'in', 'disappointment', 'and', 'those', 'are', 'the', 'very', 'days', 'you', 'have', 'all', 'the', 'more', 'reason', 'to', 'say', 'âœthank', 'youâ', 'âbecause', 'there', 'is', 'nothing', 'more', 'beautiful', 'than', 'the', 'way', 'the', 'ocean', 'refuses', 'to', 'stop', 'kissing', 'the', 'shoreline', 'no', 'matter', 'how', 'many', 'times', 'itâs', 'sent', 'awayyou', 'will', 'put', 'the', 'âœwindâ', 'in', 'win', 'some', 'lose', 'some', 'you', 'will', 'put', 'the', 'âœstarâ', 'in', 'starting', 'over', 'and', 'over', 'and', 'no', 'matter', 'how', 'many', 'land', 'mines', 'erupt', 'in', 'a', 'minute', 'be', 'sure', 'your', 'mind', 'lands', 'on', 'the', 'beauty', 'of', 'this', 'funny', 'place', 'called', 'lifeand', 'yes', 'on', 'a', 'scale', 'from', 'one', 'to', 'overtrusting', 'i', 'am', 'pretty', 'damn', 'naive', 'but', 'i', 'want', 'her', 'to', 'know', 'that', 'this', 'world', 'is', 'made', 'out', 'of', 'sugar', 'it', 'can', 'crumble', 'so', 'easily', 'but', 'donât', 'be', 'afraid', 'to', 'stick', 'your', 'tongue', 'out', 'and', 'taste', 'itâœbabyâ', 'iâll', 'tell', 'her', 'âœremember', 'your', 'mama', 'is', 'a', 'worrier', 'but', 'your', 'papa', 'is', 'a', 'warrior', 'and', 'you', 'are', 'the', 'girl', 'with', 'small', 'hands', 'and', 'big', 'eyes', 'who', 'never', 'stops', 'asking', 'for', 'moreâremember', 'that', 'good', 'things', 'come', 'in', 'threes', 'and', 'so', 'do', 'bad', 'things', 'and', 'always', 'apologize', 'when', 'youâve', 'done', 'something', 'wrong', 'but', 'donât', 'you', 'ever', 'apologize', 'for', 'the', 'way', 'your', 'eyes', 'refuse', 'to', 'stop', 'shiningyour', 'voice', 'is', 'small', 'but', 'donât', 'ever', 'stop', 'singing', 'and', 'when', 'they', 'finally', 'hand', 'you', 'heartbreak', 'slip', 'hatred', 'and', 'war', 'under', 'your', 'doorstep', 'and', 'hand', 'you', 'handouts', 'on', 'street', 'corners', 'of', 'cynicism', 'and', 'defeat', 'you', 'tell', 'them', 'that', 'they', 'really', 'ought', 'to', 'meet', 'your', 'mother']","['inspirational', 'poem']"
"['lord', 'what', 'fools', 'these', 'mortals', 'be']","['comedy', 'elizabethan', 'robin-goodfellow']"
"['if', 'we', 'listened', 'to', 'our', 'intellect', 'wed', 'never', 'have', 'a', 'love', 'affair', 'wed', 'never', 'have', 'a', 'friendship', 'wed', 'never', 'go', 'in', 'business', 'because', 'wed', 'be', 'cynical', 'its', 'going', 'to', 'go', 'wrong', 'or', 'she', 'is', 'going', 'to', 'hurt', 'me', 'orive', 'had', 'a', 'couple', 'of', 'bad', 'love', 'affairs', 'so', 'therefore', 'well', 'that', 'is', 'nonsense', 'you', 'are', 'going', 'to', 'miss', 'life', 'you', 'have', 'got', 'to', 'jump', 'off', 'the', 'cliff', 'all', 'the', 'time', 'and', 'build', 'your', 'wings', 'on', 'the', 'way', 'down']",['inspirational']
"['when', 'someone', 'you', 'love', 'dies', 'and', 'you', 'are', 'not', 'expecting', 'it', 'you', 'do', 'not', 'lose', 'her', 'all', 'at', 'once', 'you', 'lose', 'her', 'in', 'pieces', 'over', 'a', 'long', 'timeâthe', 'way', 'the', 'mail', 'stops', 'coming', 'and', 'her', 'scent', 'fades', 'from', 'the', 'pillows', 'and', 'even', 'from', 'the', 'clothes', 'in', 'her', 'closet', 'and', 'drawers', 'gradually', 'you', 'accumulate', 'the', 'parts', 'of', 'her', 'that', 'are', 'gone', 'just', 'when', 'the', 'day', 'comesâwhen', 'there', 'is', 'a', 'particular', 'missing', 'part', 'that', 'overwhelms', 'you', 'with', 'the', 'feeling', 'that', 'she', 'is', 'gone', 'foreverâthere', 'comes', 'another', 'day', 'and', 'another', 'specifically', 'missing', 'part']","['death', 'grief', 'loss']"
"['what', 'is', 'that', 'feeling', 'when', 'you', 'are', 'driving', 'away', 'from', 'people', 'and', 'they', 'recede', 'on', 'the', 'plain', 'till', 'you', 'see', 'their', 'specks', 'dispersing', 'its', 'the', 'toohuge', 'world', 'vaulting', 'us', 'and', 'its', 'goodbye', 'but', 'we', 'lean', 'forward', 'to', 'the', 'next', 'crazy', 'venture', 'beneath', 'the', 'skies']","['adventure', 'goodbye', 'travel']"
"['i', 'address', 'you', 'all', 'tonight', 'for', 'who', 'you', 'truly', 'are', 'wizards', 'mermaids', 'travelers', 'adventurers', 'and', 'magicians', 'you', 'are', 'the', 'true', 'dreamers']","['dreamers', 'magic', 'mermaids', 'travel', 'wizard']"
"['hang', 'on', 'did', 'you', 'just', 'call', 'me', 'angel', 'i', 'askedif', 'i', 'didi', 'do', 'not', 'like', 'ithe', 'grinned', 'it', 'stays', 'angel']","['angel', 'becca-fitzpatrick', 'hush', 'nora-grey', 'patch']"
"['that', 'is', 'the', 'thing', 'about', 'girls', 'every', 'time', 'they', 'do', 'something', 'pretty', 'even', 'if', 'they', 'are', 'not', 'much', 'to', 'look', 'at', 'or', 'even', 'if', 'they', 'are', 'sort', 'of', 'stupid', 'you', 'fall', 'in', 'love', 'with', 'them', 'and', 'then', 'you', 'never', 'know', 'where', 'the', 'hell', 'you', 'are', 'girls', 'jesus', 'christ', 'they', 'can', 'drive', 'you', 'crazy', 'they', 'really', 'can']","['girls', 'holden']"
"['you', 'think', 'the', 'dead', 'we', 'loved', 'ever', 'truly', 'leave', 'us', 'you', 'think', 'that', 'we', 'do', 'not', 'recall', 'them', 'more', 'clearly', 'in', 'times', 'of', 'great', 'trouble']",['dead']
"['i', 'do', 'not', 'care', 'clary', 'said', 'he', 'would', 'do', 'it', 'for', 'me', 'tell', 'me', 'he', 'would', 'not', 'if', 'i', 'were', 'missing', 'he', 'would', 'burn', 'the', 'whole', 'world', 'down', 'till', 'he', 'could', 'dig', 'you', 'out', 'of', 'the', 'ashes', 'i', 'know', 'alec', 'said']","['alec-lightwood', 'chapter-one', 'city-of-lost-souls', 'clary-fray', 'jace', 'mortal-instruments']"
"['believe', 'in', 'your', 'infinite', 'potential', 'your', 'only', 'limitations', 'are', 'those', 'you', 'set', 'upon', 'yourself']","['believe', 'believe-in-yourself', 'confidence', 'empowerment', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'limitations', 'limits', 'living', 'motivation', 'motivational', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'potential', 'spiritual-growth', 'spirituality', 'talents']"
"['you', 'are', 'a', 'guardian', 'angel', 'now', 'i', 'was', 'still', 'too', 'much', 'in', 'awe', 'to', 'wrap', 'my', 'mind', 'around', 'it', 'but', 'at', 'the', 'same', 'time', 'i', 'felt', 'amazement', 'curiosityhappinessim', 'your', 'guardian', 'angel', 'he', 'saidi', 'get', 'my', 'very', 'own', 'guardian', 'angel', 'what', 'exactly', 'is', 'your', 'job', 'descriptionguard', 'your', 'body', 'his', 'smile', 'tipped', 'higher', 'i', 'take', 'my', 'job', 'seriously', 'which', 'means', 'i', 'am', 'going', 'to', 'need', 'to', 'get', 'acquainted', 'with', 'the', 'subject', 'matter', 'on', 'a', 'personal', 'level']","['nora', 'patch']"
"['sometimes', 'it', 'takes', 'a', 'good', 'fall', 'to', 'really', 'know', 'where', 'you', 'stand']","['falling', 'knowing', 'lesson-on-living', 'life', 'paramore', 'singer', 'stand', 'success', 'truth', 'understanding']"
"['the', 'only', 'person', 'you', 'are', 'destined', 'to', 'become', 'is', 'the', 'person', 'you', 'decide', 'to', 'be']","['destiny', 'self-determination']"
"['if', 'you', 'want', 'to', 'be', 'happy', 'be']",['inspirational']
"['the', 'unhappiest', 'people', 'in', 'this', 'world', 'are', 'those', 'who', 'care', 'the', 'most', 'about', 'what', 'other', 'people', 'think']","['freedom', 'inspirational', 'inspirational-attitude', 'inspirational-quotes', 'life-and-living', 'society', 'unhappiness', 'unhappy-life']"
"['i', 'love', 'you', 'as', 'certain', 'dark', 'things', 'are', 'loved', 'secretly', 'between', 'the', 'shadow', 'and', 'the', 'soul']","['love', 'love-quotes']"
"['unfortunately', 'the', 'clock', 'is', 'ticking', 'the', 'hours', 'are', 'going', 'by', 'the', 'past', 'increases', 'the', 'future', 'recedes', 'possibilities', 'decreasing', 'regrets', 'mounting']","['clock', 'future', 'past', 'possibilities', 'ticking', 'time']"
"['the', 'thing', 'i', 'realize', 'is', 'that', 'its', 'not', 'what', 'you', 'take', 'its', 'what', 'you', 'leave']",['all-the-bright-places']
"['poetry', 'is', 'what', 'gets', 'lost', 'in', 'translation']",['poetry']
"['if', 'peeta', 'and', 'i', 'were', 'both', 'to', 'die', 'or', 'they', 'thought', 'we', 'weremy', 'fingers', 'fumble', 'with', 'the', 'pouch', 'on', 'my', 'belt', 'freeing', 'it', 'peeta', 'sees', 'it', 'and', 'his', 'hand', 'clamps', 'on', 'my', 'wrist', 'no', 'i', 'will', 'not', 'let', 'you', 'trust', 'me', 'i', 'whisper', 'he', 'holds', 'my', 'gaze', 'for', 'a', 'long', 'moment', 'then', 'let', 'us', 'go', 'i', 'loosen', 'the', 'top', 'of', 'the', 'pouch', 'and', 'pour', 'a', 'few', 'spoonfuls', 'of', 'berries', 'into', 'his', 'palm', 'then', 'i', 'fill', 'my', 'own', 'on', 'the', 'count', 'of', 'three', 'peeta', 'leans', 'down', 'and', 'kisses', 'me', 'once', 'very', 'gently', 'the', 'count', 'of', 'three', 'he', 'says', 'we', 'stand', 'our', 'backs', 'pressed', 'together', 'our', 'empty', 'hands', 'locked', 'tight', 'hold', 'them', 'out', 'i', 'want', 'everyone', 'to', 'see', 'he', 'says', 'i', 'spread', 'out', 'my', 'fingers', 'and', 'the', 'dark', 'berries', 'glisten', 'in', 'the', 'sun', 'i', 'give', 'peetas', 'hand', 'one', 'last', 'squeeze', 'as', 'a', 'signal', 'as', 'a', 'goodbye', 'and', 'we', 'begin', 'counting', 'one', 'maybe', 'i', 'am', 'wrong', 'two', 'maybe', 'they', 'do', 'not', 'care', 'if', 'we', 'both', 'die', 'three', 'its', 'too', 'late', 'to', 'change', 'my', 'mind', 'i', 'lift', 'my', 'hand', 'to', 'my', 'mouth', 'taking', 'one', 'last', 'look', 'at', 'the', 'world', 'the', 'berries', 'have', 'just', 'passed', 'my', 'lips', 'when', 'the', 'trumpets', 'begin', 'to', 'blare', 'the', 'frantic', 'voice', 'of', 'claudius', 'templesmith', 'shouts', 'above', 'them', 'stop', 'stop', 'ladies', 'and', 'gentlemen', 'i', 'am', 'pleased', 'to', 'present', 'the', 'victors', 'of', 'the', '74th', 'hunger', 'games', 'katniss', 'everdeen', 'and', 'peeta', 'mellark', 'i', 'give', 'you', 'the', 'tributes', 'of', 'district', '12']",['hunger-games']
"['it', 'crosses', 'my', 'mind', 'that', 'cinnas', 'calm', 'and', 'normal', 'demeanor', 'masks', 'a', 'complete', 'madman']",['humor']
"['do', 'not', 'train', 'a', 'child', 'to', 'learn', 'by', 'force', 'or', 'harshness', 'but', 'direct', 'them', 'to', 'it', 'by', 'what', 'amuses', 'their', 'minds', 'so', 'that', 'you', 'may', 'be', 'better', 'able', 'to', 'discover', 'with', 'accuracy', 'the', 'peculiar', 'bent', 'of', 'the', 'genius', 'of', 'each']","['discipline', 'education', 'mentoring', 'philosophy']"
"['when', 'you', 'consider', 'things', 'like', 'the', 'stars', 'our', 'affairs', 'do', 'not', 'seem', 'to', 'matter', 'very', 'much', 'do', 'they']",['life']
"['maybe', 'there', 'were', 'people', 'who', 'lived', 'those', 'lives', 'maybe', 'this', 'girl', 'was', 'one', 'of', 'them', 'but', 'what', 'about', 'the', 'rest', 'of', 'us', 'what', 'about', 'the', 'nobodies', 'and', 'the', 'nothings', 'the', 'invisible', 'girls', 'we', 'learn', 'to', 'hold', 'our', 'heads', 'as', 'if', 'we', 'wear', 'crowns', 'we', 'learn', 'to', 'wring', 'magic', 'from', 'the', 'ordinary', 'that', 'was', 'how', 'you', 'survived', 'when', 'you', 'werenât', 'chosen', 'when', 'there', 'was', 'no', 'royal', 'blood', 'in', 'your', 'veins', 'when', 'the', 'world', 'owed', 'you', 'nothing', 'you', 'demanded', 'something', 'of', 'it', 'anyway']","['crooked-kingdom', 'grisha', 'inej-ghafa', 'six-of-crows']"
